
Sr.No,Round ▲▼,Institute ▲▼,Program ▲▼,Stream ▲▼,Quota ▲▼,Category ▲▼,Seat Gender ▲▼,Opening Rank ▲▼,Closing Rank ▲▼,Remark ▲▼
3735,Round 2,"RAJKIYA ENGINEERING COLLEGE,MAINPURI",Computer Science and Engineering,B.Tech,Home State,OPEN(AF),Both Male and Female Seats,350021,350021,Fresh and Upgraded Only
3736,Round 2,"RAJKIYA ENGINEERING COLLEGE,MAINPURI",Computer Science and Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,229578,236572,Fresh and Upgraded Only
3737,Round 2,"RAJKIYA ENGINEERING COLLEGE,MAINPURI",Computer Science and Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,187018,220251,Fresh and Upgraded Only
3738,Round 2,"RAJKIYA ENGINEERING COLLEGE,MAINPURI",Computer Science and Engineering,B.Tech,Home State,SC(Girl),Female Seats,326216,503062,Fresh and Upgraded Only
3739,Round 2,"RAJKIYA ENGINEERING COLLEGE,MAINPURI",Computer Science and Engineering,B.Tech,Home State,SC,Both Male and Female Seats,315098,449912,Fresh and Upgraded Only
3740,Round 2,"RAJKIYA ENGINEERING COLLEGE,MAINPURI",Computer Science and Engineering (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,152991,154575,Fresh and Upgraded Only
3741,Round 2,"RAJKIYA ENGINEERING COLLEGE,MAINPURI",Electrical Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,312588,404030,Fresh and Upgraded Only
3742,Round 2,"RAJKIYA ENGINEERING COLLEGE,MAINPURI",Electrical Engineering,B.Tech,Home State,BC(Girl),Female Seats,607203,685571,Fresh and Upgraded Only
3743,Round 2,"RAJKIYA ENGINEERING COLLEGE,MAINPURI",Electrical Engineering,B.Tech,Home State,BC,Both Male and Female Seats,578397,634674,Fresh and Upgraded Only
3744,Round 2,"RAJKIYA ENGINEERING COLLEGE,MAINPURI",Electrical Engineering,B.Tech,Home State,EWS(GL),Female Seats,1081113,1081113,Fresh and Upgraded Only
3745,Round 2,"RAJKIYA ENGINEERING COLLEGE,MAINPURI",Electrical Engineering,B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,608909,687059,Fresh and Upgraded Only
3746,Round 2,"RAJKIYA ENGINEERING COLLEGE,MAINPURI",Electrical Engineering,B.Tech,Home State,OPEN(AF),Both Male and Female Seats,737985,737985,Fresh and Upgraded Only
3747,Round 2,"RAJKIYA ENGINEERING COLLEGE,MAINPURI",Electrical Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,575881,586716,Fresh and Upgraded Only
3748,Round 2,"RAJKIYA ENGINEERING COLLEGE,MAINPURI",Electrical Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,405761,568828,Fresh and Upgraded Only
3749,Round 2,"RAJKIYA ENGINEERING COLLEGE,MAINPURI",Electrical Engineering,B.Tech,Home State,SC,Both Male and Female Seats,1328892,1331957,Fresh and Upgraded Only
3750,Round 2,"RAJKIYA ENGINEERING COLLEGE,MAINPURI",Electrical Engineering (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,182498,325988,Fresh and Upgraded Only
3751,Round 2,"RAJKIYA ENGINEERING COLLEGE,MAINPURI",Information Technology,B.Tech,All India,OPEN,Both Male and Female Seats,185750,237256,Fresh and Upgraded Only
3752,Round 2,"RAJKIYA ENGINEERING COLLEGE,MAINPURI",Information Technology,B.Tech,Home State,BC(Girl),Female Seats,285463,315367,Fresh and Upgraded Only
3753,Round 2,"RAJKIYA ENGINEERING COLLEGE,MAINPURI",Information Technology,B.Tech,Home State,BC,Both Male and Female Seats,265688,297980,Fresh and Upgraded Only
3754,Round 2,"RAJKIYA ENGINEERING COLLEGE,MAINPURI",Information Technology,B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,266522,284743,Fresh and Upgraded Only
3755,Round 2,"RAJKIYA ENGINEERING COLLEGE,MAINPURI",Information Technology,B.Tech,Home State,OPEN(AF),Both Male and Female Seats,603257,603257,Fresh and Upgraded Only
3756,Round 2,"RAJKIYA ENGINEERING COLLEGE,MAINPURI",Information Technology,B.Tech,Home State,OPEN(GIRL),Female Seats,262477,283660,Fresh and Upgraded Only
3757,Round 2,"RAJKIYA ENGINEERING COLLEGE,MAINPURI",Information Technology,B.Tech,Home State,OPEN,Both Male and Female Seats,237529,259878,Fresh and Upgraded Only
3758,Round 2,"RAJKIYA ENGINEERING COLLEGE,MAINPURI",Information Technology,B.Tech,Home State,SC,Both Male and Female Seats,519956,606754,Fresh and Upgraded Only
3759,Round 2,"RAJKIYA ENGINEERING COLLEGE,MAINPURI",Mechanical Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,459451,534619,Fresh and Upgraded Only
3760,Round 2,"RAJKIYA ENGINEERING COLLEGE,MAINPURI",Mechanical Engineering,B.Tech,Home State,BC,Both Male and Female Seats,810097,1345575,Fresh and Upgraded Only
3761,Round 2,"RAJKIYA ENGINEERING COLLEGE,MAINPURI",Mechanical Engineering,B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,927092,1210109,Fresh and Upgraded Only
3762,Round 2,"RAJKIYA ENGINEERING COLLEGE,MAINPURI",Mechanical Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,948717,1115582,Fresh and Upgraded Only
3763,Round 2,"RAJKIYA ENGINEERING COLLEGE,MAINPURI",Mechanical Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,623048,795942,Fresh and Upgraded Only
3764,Round 2,"RAJKIYA ENGINEERING COLLEGE,SONEBHADRA",Computer Science and Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,71231,149775,Fresh and Upgraded Only
3765,Round 2,"RAJKIYA ENGINEERING COLLEGE,SONEBHADRA",Computer Science and Engineering,B.Tech,Home State,BC(Girl),Female Seats,219976,235051,Fresh and Upgraded Only
3766,Round 2,"RAJKIYA ENGINEERING COLLEGE,SONEBHADRA",Computer Science and Engineering,B.Tech,Home State,BC,Both Male and Female Seats,191804,205004,Fresh and Upgraded Only
3767,Round 2,"RAJKIYA ENGINEERING COLLEGE,SONEBHADRA",Computer Science and Engineering,B.Tech,Home State,EWS(GL),Female Seats,225162,225162,Fresh and Upgraded Only
3768,Round 2,"RAJKIYA ENGINEERING COLLEGE,SONEBHADRA",Computer Science and Engineering,B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,193104,213989,Fresh and Upgraded Only
3769,Round 2,"RAJKIYA ENGINEERING COLLEGE,SONEBHADRA",Computer Science and Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,191171,211751,Fresh and Upgraded Only
3770,Round 2,"RAJKIYA ENGINEERING COLLEGE,SONEBHADRA",Computer Science and Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,150273,191799,Fresh and Upgraded Only
3771,Round 2,"RAJKIYA ENGINEERING COLLEGE,SONEBHADRA",Computer Science and Engineering,B.Tech,Home State,SC(Girl),Female Seats,589159,606077,Fresh and Upgraded Only
3772,Round 2,"RAJKIYA ENGINEERING COLLEGE,SONEBHADRA",Computer Science and Engineering,B.Tech,Home State,SC,Both Male and Female Seats,285717,396586,Fresh and Upgraded Only
3773,Round 2,"RAJKIYA ENGINEERING COLLEGE,SONEBHADRA",Computer Science and Engineering,B.Tech,Home State,ST,Both Male and Female Seats,899019,899019,Fresh and Upgraded Only
3774,Round 2,"RAJKIYA ENGINEERING COLLEGE,SONEBHADRA",Computer Science and Engineering (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,141568,141568,Fresh and Upgraded Only
3775,Round 2,"RAJKIYA ENGINEERING COLLEGE,SONEBHADRA",Electrical Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,286017,326974,Fresh and Upgraded Only
3776,Round 2,"RAJKIYA ENGINEERING COLLEGE,SONEBHADRA",Electrical Engineering,B.Tech,Home State,BC(Girl),Female Seats,565460,645369,Fresh and Upgraded Only
3777,Round 2,"RAJKIYA ENGINEERING COLLEGE,SONEBHADRA",Electrical Engineering,B.Tech,Home State,BC,Both Male and Female Seats,455991,544273,Fresh and Upgraded Only
3778,Round 2,"RAJKIYA ENGINEERING COLLEGE,SONEBHADRA",Electrical Engineering,B.Tech,Home State,EWS(GL),Female Seats,589001,589001,Fresh and Upgraded Only
3779,Round 2,"RAJKIYA ENGINEERING COLLEGE,SONEBHADRA",Electrical Engineering,B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,460612,493978,Fresh and Upgraded Only
3780,Round 2,"RAJKIYA ENGINEERING COLLEGE,SONEBHADRA",Electrical Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,444521,562263,Fresh and Upgraded Only
3781,Round 2,"RAJKIYA ENGINEERING COLLEGE,SONEBHADRA",Electrical Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,345973,455639,Fresh and Upgraded Only
3782,Round 2,"RAJKIYA ENGINEERING COLLEGE,SONEBHADRA",Electrical Engineering,B.Tech,Home State,SC,Both Male and Female Seats,926301,1303668,Fresh and Upgraded Only
3783,Round 2,"RAJKIYA ENGINEERING COLLEGE,SONEBHADRA",Electrical Engineering (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,271897,271897,Fresh and Upgraded Only
3784,Round 2,"RAJKIYA ENGINEERING COLLEGE,SONEBHADRA",Electronics Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,219572,269623,Fresh and Upgraded Only
3785,Round 2,"RAJKIYA ENGINEERING COLLEGE,SONEBHADRA",Electronics Engineering,B.Tech,Home State,BC(Girl),Female Seats,467871,485390,Fresh and Upgraded Only
3786,Round 2,"RAJKIYA ENGINEERING COLLEGE,SONEBHADRA",Electronics Engineering,B.Tech,Home State,BC,Both Male and Female Seats,352778,378105,Fresh and Upgraded Only
3787,Round 2,"RAJKIYA ENGINEERING COLLEGE,SONEBHADRA",Electronics Engineering,B.Tech,Home State,EWS(GL),Female Seats,379394,379394,Fresh and Upgraded Only
3788,Round 2,"RAJKIYA ENGINEERING COLLEGE,SONEBHADRA",Electronics Engineering,B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,330986,393679,Fresh and Upgraded Only
3789,Round 2,"RAJKIYA ENGINEERING COLLEGE,SONEBHADRA",Electronics Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,315128,324546,Fresh and Upgraded Only
3790,Round 2,"RAJKIYA ENGINEERING COLLEGE,SONEBHADRA",Electronics Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,272528,329807,Fresh and Upgraded Only
3791,Round 2,"RAJKIYA ENGINEERING COLLEGE,SONEBHADRA",Electronics Engineering,B.Tech,Home State,SC,Both Male and Female Seats,598007,1065669,Fresh and Upgraded Only
3792,Round 2,"RAJKIYA ENGINEERING COLLEGE,SONEBHADRA",Electronics Engineering,B.Tech,Home State,ST,Both Male and Female Seats,1011528,1011528,Fresh and Upgraded Only
3793,Round 2,"RAJKIYA ENGINEERING COLLEGE,SONEBHADRA",Electronics Engineering (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,229469,240498,Fresh and Upgraded Only
3794,Round 2,"RAJKIYA ENGINEERING COLLEGE,SONEBHADRA",Mining Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,274866,573829,Fresh and Upgraded Only
3795,Round 2,"RAJKIYA ENGINEERING COLLEGE,SONEBHADRA",Mining Engineering,B.Tech,Home State,BC,Both Male and Female Seats,1138450,1138450,Fresh and Upgraded Only
3796,Round 2,"RAJKIYA ENGINEERING COLLEGE,SONEBHADRA",Mining Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,585744,1112901,Fresh and Upgraded Only
3797,Round 2,"ISABELLA THOBURN COLLEGE (PROFESSIONAL STUDIES),LUCKNOW",Artificial Inelligence (AI) And Data Science,B.Tech,All India,OPEN,Female Seats,227766,714317,Fresh and Upgraded Only
3798,Round 2,"INDIAN INSTITUTE OF HANDLOOM TECHNOLOGY,VARANASI",Handloom & Textile Technology,B.Tech,All India,OPEN,Both Male and Female Seats,664333,820970,Fresh and Upgraded Only
3799,Round 2,"INDIAN INSTITUTE OF HANDLOOM TECHNOLOGY,VARANASI",Handloom & Textile Technology,B.Tech,Home State,OPEN(GIRL),Female Seats,1016314,1016314,Fresh and Upgraded Only
3800,Round 2,"INDIAN INSTITUTE OF HANDLOOM TECHNOLOGY,VARANASI",Handloom & Textile Technology,B.Tech,Home State,OPEN,Both Male and Female Seats,1247836,1331605,Fresh and Upgraded Only
3801,Round 2,MAYA INSTITUTE OF PHARMACY,Computer Engineering And Information Technology,B.Tech,All India,OPEN,Both Male and Female Seats,668855,971082,Fresh and Upgraded Only
3802,Round 2,"Dr. Rammanohar Lohia Avadh University, Faizabad",Civil Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,707188,933262,Fresh and Upgraded Only
3803,Round 2,"Dr. Rammanohar Lohia Avadh University, Faizabad",Computer Science and Engineering,B.Tech,Home State,BC(Girl),Female Seats,337001,337001,Fresh and Upgraded Only
3804,Round 2,"Dr. Rammanohar Lohia Avadh University, Faizabad",Computer Science and Engineering,B.Tech,Home State,BC,Both Male and Female Seats,316806,393768,Fresh and Upgraded Only
3805,Round 2,"Dr. Rammanohar Lohia Avadh University, Faizabad",Computer Science and Engineering,B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,264319,344977,Fresh and Upgraded Only
3806,Round 2,"Dr. Rammanohar Lohia Avadh University, Faizabad",Computer Science and Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,258092,313126,Fresh and Upgraded Only
3807,Round 2,"Dr. Rammanohar Lohia Avadh University, Faizabad",Computer Science and Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,172311,262968,Fresh and Upgraded Only
3808,Round 2,"Dr. Rammanohar Lohia Avadh University, Faizabad",Computer Science and Engineering,B.Tech,Home State,SC(Girl),Female Seats,614193,614193,Fresh and Upgraded Only
3809,Round 2,"Dr. Rammanohar Lohia Avadh University, Faizabad",Computer Science and Engineering,B.Tech,Home State,SC,Both Male and Female Seats,625690,685819,Fresh and Upgraded Only
3810,Round 2,"Dr. Rammanohar Lohia Avadh University, Faizabad",Electrical Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,1034392,1034392,Fresh and Upgraded Only
3811,Round 2,"Dr. Rammanohar Lohia Avadh University, Faizabad",Electrical Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,804087,1354873,Fresh and Upgraded Only
3812,Round 2,"Dr. Rammanohar Lohia Avadh University, Faizabad",Information Technology,B.Tech,Home State,BC(Girl),Female Seats,526490,534472,Fresh and Upgraded Only
3813,Round 2,"Dr. Rammanohar Lohia Avadh University, Faizabad",Information Technology,B.Tech,Home State,BC,Both Male and Female Seats,465748,504097,Fresh and Upgraded Only
3814,Round 2,"Dr. Rammanohar Lohia Avadh University, Faizabad",Information Technology,B.Tech,Home State,EWS(GL),Female Seats,581161,581161,Fresh and Upgraded Only
3815,Round 2,"Dr. Rammanohar Lohia Avadh University, Faizabad",Information Technology,B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,486559,522155,Fresh and Upgraded Only
3816,Round 2,"Dr. Rammanohar Lohia Avadh University, Faizabad",Information Technology,B.Tech,Home State,OPEN(GIRL),Female Seats,395073,395073,Fresh and Upgraded Only
3817,Round 2,"Dr. Rammanohar Lohia Avadh University, Faizabad",Information Technology,B.Tech,Home State,OPEN,Both Male and Female Seats,346972,457797,Fresh and Upgraded Only
3818,Round 2,"Dr. Rammanohar Lohia Avadh University, Faizabad",Information Technology,B.Tech,Home State,SC(Girl),Female Seats,1157115,1157115,Fresh and Upgraded Only
3819,Round 2,"Dr. Rammanohar Lohia Avadh University, Faizabad",Information Technology,B.Tech,Home State,SC,Both Male and Female Seats,965705,1191783,Fresh and Upgraded Only
3820,Round 2,"Dr. Rammanohar Lohia Avadh University, Faizabad",Mechanical Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,974077,1247894,Fresh and Upgraded Only
3821,Round 2,"Dr. Rammanohar Lohia Avadh University, Faizabad",Electronics Engineering,B.Tech,Home State,BC,Both Male and Female Seats,811142,990801,Fresh and Upgraded Only
3822,Round 2,"Dr. Rammanohar Lohia Avadh University, Faizabad",Electronics Engineering,B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,1057054,1057054,Fresh and Upgraded Only
3823,Round 2,"Dr. Rammanohar Lohia Avadh University, Faizabad",Electronics Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,543234,765321,Fresh and Upgraded Only
3824,Round 2,"Veer Bahadur Singh Purvanchal University, Jaunpur",Computer Science and Engineering,B.Tech,Home State,BC(Girl),Female Seats,665678,677557,Fresh and Upgraded Only
3825,Round 2,"Veer Bahadur Singh Purvanchal University, Jaunpur",Computer Science and Engineering,B.Tech,Home State,BC,Both Male and Female Seats,470600,546666,Fresh and Upgraded Only
3826,Round 2,"Veer Bahadur Singh Purvanchal University, Jaunpur",Computer Science and Engineering,B.Tech,Home State,EWS(GL),Female Seats,594808,594808,Fresh and Upgraded Only
3827,Round 2,"Veer Bahadur Singh Purvanchal University, Jaunpur",Computer Science and Engineering,B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,446337,513485,Fresh and Upgraded Only
3828,Round 2,"Veer Bahadur Singh Purvanchal University, Jaunpur",Computer Science and Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,417823,510064,Fresh and Upgraded Only
3829,Round 2,"Veer Bahadur Singh Purvanchal University, Jaunpur",Computer Science and Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,237502,415061,Fresh and Upgraded Only
3830,Round 2,"Veer Bahadur Singh Purvanchal University, Jaunpur",Computer Science and Engineering,B.Tech,Home State,SC,Both Male and Female Seats,854178,1006501,Fresh and Upgraded Only
3831,Round 2,"Veer Bahadur Singh Purvanchal University, Jaunpur",Electrical Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,649868,1273089,Fresh and Upgraded Only
3832,Round 2,"Veer Bahadur Singh Purvanchal University, Jaunpur",Electronics and Communication Engineering,B.Tech,Home State,BC,Both Male and Female Seats,961498,1333333,Fresh and Upgraded Only
3833,Round 2,"Veer Bahadur Singh Purvanchal University, Jaunpur",Electronics and Communication Engineering,B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,965089,1015553,Fresh and Upgraded Only
3834,Round 2,"Veer Bahadur Singh Purvanchal University, Jaunpur",Electronics and Communication Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,977829,1055990,Fresh and Upgraded Only
3835,Round 2,"Veer Bahadur Singh Purvanchal University, Jaunpur",Electronics and Communication Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,630467,959074,Fresh and Upgraded Only
3836,Round 2,"Veer Bahadur Singh Purvanchal University, Jaunpur",Information Technology,B.Tech,Home State,BC(Girl),Female Seats,749137,944478,Fresh and Upgraded Only
3837,Round 2,"Veer Bahadur Singh Purvanchal University, Jaunpur",Information Technology,B.Tech,Home State,BC,Both Male and Female Seats,662487,718908,Fresh and Upgraded Only
3838,Round 2,"Veer Bahadur Singh Purvanchal University, Jaunpur",Information Technology,B.Tech,Home State,EWS(GL),Female Seats,768930,768930,Fresh and Upgraded Only
3839,Round 2,"Veer Bahadur Singh Purvanchal University, Jaunpur",Information Technology,B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,669968,729819,Fresh and Upgraded Only
3840,Round 2,"Veer Bahadur Singh Purvanchal University, Jaunpur",Information Technology,B.Tech,Home State,OPEN(GIRL),Female Seats,675365,744145,Fresh and Upgraded Only
3841,Round 2,"Veer Bahadur Singh Purvanchal University, Jaunpur",Information Technology,B.Tech,Home State,OPEN,Both Male and Female Seats,453175,657792,Fresh and Upgraded Only
3842,Round 2,"Veer Bahadur Singh Purvanchal University, Jaunpur",Information Technology,B.Tech,Home State,SC,Both Male and Female Seats,1010822,1061405,Fresh and Upgraded Only
3843,Round 2,"Veer Bahadur Singh Purvanchal University, Jaunpur",Electronics & Instrumentation Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,325063,1234155,Fresh and Upgraded Only
3844,Round 2,"D. D. U. Gorakhpur University, Gorakhpur",Computer Science and Engineering,B.Tech,Home State,BC(Girl),Female Seats,254340,313354,Fresh and Upgraded Only
3845,Round 2,"D. D. U. Gorakhpur University, Gorakhpur",Computer Science and Engineering,B.Tech,Home State,BC,Both Male and Female Seats,264597,316151,Fresh and Upgraded Only
3846,Round 2,"D. D. U. Gorakhpur University, Gorakhpur",Computer Science and Engineering,B.Tech,Home State,EWS(GL),Female Seats,520152,520152,Fresh and Upgraded Only
3847,Round 2,"D. D. U. Gorakhpur University, Gorakhpur",Computer Science and Engineering,B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,247040,306239,Fresh and Upgraded Only
3848,Round 2,"D. D. U. Gorakhpur University, Gorakhpur",Computer Science and Engineering,B.Tech,Home State,OPEN(AF),Both Male and Female Seats,650699,927830,Fresh and Upgraded Only
3849,Round 2,"D. D. U. Gorakhpur University, Gorakhpur",Computer Science and Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,237696,249716,Fresh and Upgraded Only
3850,Round 2,"D. D. U. Gorakhpur University, Gorakhpur",Computer Science and Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,130929,246163,Fresh and Upgraded Only
3851,Round 2,"D. D. U. Gorakhpur University, Gorakhpur",Computer Science and Engineering,B.Tech,Home State,SC,Both Male and Female Seats,412027,650402,Fresh and Upgraded Only
3852,Round 2,"D. D. U. Gorakhpur University, Gorakhpur",Computer Science and Engineering,B.Tech,Home State,ST,Both Male and Female Seats,732320,732320,Fresh and Upgraded Only
3853,Round 2,"D. D. U. Gorakhpur University, Gorakhpur",Electronics and Communication Engineering,B.Tech,Home State,BC(Girl),Female Seats,625275,874492,Fresh and Upgraded Only
3854,Round 2,"D. D. U. Gorakhpur University, Gorakhpur",Electronics and Communication Engineering,B.Tech,Home State,BC,Both Male and Female Seats,519039,666858,Fresh and Upgraded Only
